destination,destination_type,from_location,state,region,trip_type,transport,season,num_days,budget,accommodation_cost,food_cost,entry_fee,travel_time,rating,total_cost,feasible
Dachigam National Park,Wildlife,Ahmedabad,Jammu & Kashmir,North,Family,Car,Winter,7,30685,6250,1625,200,12.0,4.4,55325,0
Muktsar Sahib,Spiritual,Pune,Punjab,North,Senior,Flight,Autumn,7,25255,1560,455,0,6.0,4.2,14105,1
Nagoa Beach Diu,Beach,Ahmedabad,Daman & Diu,West,Solo,Bus,Monsoon,2,9615,2500,650,0,5.0,4.1,6300,1
Pilak,Heritage,Mumbai,Tripura,Northeast,Couple,Flight,Summer,5,22783,2040,595,50,24.0,4.2,13225,1
Dongargarh,Spiritual,Jaipur,Chhattisgarh,Central,Family,Train,Autumn,7,36848,3000,875,0,7.0,4.2,27125,1
Jammu,Spiritual,Chennai,Jammu & Kashmir,North,Senior,Flight,Monsoon,10,25887,2340,650,0,11.0,4.2,29900,0
Agra,Heritage,Lucknow,Uttar Pradesh,North,Couple,Bus,Winter,5,10782,3400,850,600,4.0,4.5,21850,0
Kabini,Wildlife,Chennai,Karnataka,South,Solo,Bus,Winter,8,53308,4000,900,500,5.0,4.7,39700,1
Keibul Lamjao,Wildlife,Ahmedabad,Manipur,Northeast,Senior,Train,Winter,6,29987,1820,520,100,21.0,4.4,14140,1
Mount Abu,Hill Station,Kolkata,Rajasthan,North,Couple,Bike,Monsoon,10,45430,3060,884,50,8.0,4.2,39490,1
Chikmagalur,Nature,Hyderabad,Karnataka,South,Family,Bike,Spring,9,123264,5000,1375,50,6.0,4.4,57425,1
Lonavala,Hill Station,Bangalore,Maharashtra,West,Senior,Flight,Autumn,3,8753,2600,780,0,3.0,4.2,10140,0
Dumboor Lake,Nature,Jaipur,Tripura,Northeast,Senior,Bike,Autumn,9,23245,1690,520,0,23.0,4.3,19890,1
Belur Halebidu,Heritage,Bangalore,Karnataka,South,Solo,Car,Autumn,7,17853,1400,400,200,6.0,4.5,12800,1
Diglipur,Adventure,Mumbai,Andaman & Nicobar,South,Family,Bike,Winter,9,31082,5000,1500,0,16.0,4.4,58500,0
Vaishali,Heritage,Hyderabad,Bihar,East,Senior,Flight,Autumn,3,3178,1560,455,50,10.0,4.2,6095,0
Mechuka,Nature,Ahmedabad,Arunachal Pradesh,Northeast,Couple,Bus,Summer,7,37374,2720,765,0,26.0,4.6,24395,1
Cooch Behar,Heritage,Hyderabad,West Bengal,East,Solo,Bike,Winter,5,6423,1400,400,50,7.0,4.2,9050,0
Bodh Gaya,Spiritual,Lucknow,Bihar,East,Family,Flight,Monsoon,7,56070,3000,1000,0,10.0,4.6,28000,1
Srikalahasti,Spiritual,Hyderabad,Andhra Pradesh,South,Friends,Bike,Monsoon,6,21748,2400,700,100,5.0,4.3,18700,1
Patan,Heritage,Jaipur,Gujarat,West,Solo,Train,Spring,10,34731,1300,350,50,6.0,4.4,16550,1
Dongargarh,Spiritual,Delhi,Chhattisgarh,Central,Family,Bus,Monsoon,3,9156,3000,875,0,7.0,4.2,11625,0
Mahabalipuram,Heritage,Mumbai,Tamil Nadu,South,Solo,Bike,Autumn,4,20194,1800,500,400,6.0,4.5,9600,1
Hornbill Festival Kisama,Heritage,Chennai,Nagaland,Northeast,Family,Bus,Spring,5,27921,3750,1125,200,22.0,4.7,24575,1
Purana Qila,Heritage,Pune,Delhi,North,Couple,Flight,Winter,10,56300,3400,1020,200,5.0,4.3,44400,1
Zunheboto,Nature,Lucknow,Nagaland,Northeast,Friends,Bike,Spring,9,55903,2600,800,0,23.0,4.1,30600,1
Cellular Jail,Heritage,Ahmedabad,Andaman & Nicobar,South,Senior,Bike,Spring,7,27356,3250,910,30,14.0,4.5,29150,0
Cuttack,Heritage,Delhi,Odisha,East,Family,Train,Winter,5,17623,4000,1125,50,8.0,4.1,25675,0
Humayun's Tomb,Heritage,Delhi,Delhi,North,Friends,Flight,Winter,6,25978,4000,1200,600,5.0,4.5,31800,0
Chamba,Heritage,Mumbai,Himachal Pradesh,North,Friends,Train,Spring,10,16902,3200,900,50,12.0,4.3,41050,0
Bhedaghat,Nature,Chennai,Madhya Pradesh,Central,Couple,Train,Autumn,3,4433,2040,680,100,10.0,4.3,8260,0
Port Blair,Heritage,Bangalore,Andaman & Nicobar,South,Friends,Train,Autumn,8,58263,5000,1400,50,14.0,4.2,51250,1
Palakkad,Nature,Lucknow,Kerala,South,Couple,Flight,Summer,3,20986,2550,765,50,5.0,4.2,9995,1
Tamenglong,Nature,Mumbai,Manipur,Northeast,Solo,Flight,Monsoon,3,10697,1300,400,0,23.0,4.2,5100,1
Chettinad,Heritage,Ahmedabad,Tamil Nadu,South,Senior,Bike,Summer,4,8012,2600,780,100,7.0,4.4,13620,0
Bodh Gaya,Spiritual,Delhi,Bihar,East,Solo,Flight,Summer,2,2789,1200,400,0,10.0,4.6,3200,0
Sonamarg,Nature,Pune,Jammu & Kashmir,North,Solo,Bike,Monsoon,5,29782,2500,650,0,13.0,4.6,15750,1
Badami,Heritage,Jaipur,Karnataka,South,Family,Car,Monsoon,7,17298,3000,1000,200,7.0,4.3,28200,0
Red Fort,Heritage,Lucknow,Delhi,North,Family,Bike,Winter,3,36134,6250,1750,500,5.0,4.5,24500,1
Jodhpur,Heritage,Pune,Rajasthan,North,Family,Train,Spring,7,90568,4750,1375,300,7.0,4.4,43175,1
Sohna,Nature,Pune,Haryana,North,Couple,Car,Monsoon,4,25778,2380,680,50,2.0,4.0,12290,1
Morni Hills Chandigarh,Hill Station,Hyderabad,Chandigarh,North,Senior,Train,Spring,4,14614,2080,585,0,5.0,4.2,10660,1
Zanskar Valley,Adventure,Jaipur,Ladakh,North,Solo,Bike,Monsoon,3,2794,1800,500,0,28.0,4.8,6900,0
Raghurajpur,Heritage,Kolkata,Odisha,East,Couple,Bike,Spring,7,30949,2040,595,0,8.0,4.4,18445,1
Palitana,Spiritual,Mumbai,Gujarat,West,Solo,Car,Summer,2,2652,1300,350,0,6.0,4.5,3300,0
Qila Mubarak Bathinda,Heritage,Lucknow,Punjab,North,Senior,Car,Winter,3,12617,1820,585,50,5.0,4.0,7265,1
Delhi,Heritage,Lucknow,Delhi,North,Solo,Train,Winter,10,38273,2500,700,300,5.0,4.2,32300,1
Jamshedpur,City,Mumbai,Jharkhand,East,Couple,Car,Summer,4,21314,2550,765,0,7.0,4.0,13260,1
Nalanda,Heritage,Delhi,Bihar,East,Friends,Bike,Spring,3,17419,2000,700,100,11.0,4.4,8200,1
Karimnagar,Heritage,Jaipur,Telangana,South,Senior,Bus,Summer,9,29677,1820,520,50,3.0,4.1,21110,1
Konkan Coast,Beach,Kolkata,Maharashtra,West,Solo,Flight,Autumn,4,8845,2000,600,0,5.0,4.4,10400,0
Sukhna Lake,Nature,Hyderabad,Chandigarh,North,Solo,Train,Spring,2,6733,2000,600,0,5.0,4.4,5200,1
Karaikal,Spiritual,Jaipur,Puducherry,South,Couple,Bus,Monsoon,9,49050,2720,765,0,4.0,4.1,31365,1
Ziro Valley,Nature,Hyderabad,Arunachal Pradesh,Northeast,Friends,Train,Spring,3,25692,3000,900,0,22.0,4.5,11700,1
Madurai,Spiritual,Mumbai,Tamil Nadu,South,Family,Bike,Summer,9,22265,4000,1200,0,8.0,4.5,46800,0
Qutub Minar,Heritage,Jaipur,Delhi,North,Family,Bike,Autumn,6,19998,6250,1750,600,5.0,4.6,48600,0
Puri,Spiritual,Bangalore,Odisha,East,Senior,Flight,Monsoon,9,29217,1950,585,0,9.0,4.4,22815,1
Rose Garden Chandigarh,Nature,Bangalore,Chandigarh,North,Family,Flight,Winter,4,39527,5000,1500,30,5.0,4.3,26030,1
Yusmarg,Nature,Kolkata,Jammu & Kashmir,North,Couple,Flight,Summer,8,53988,3400,935,0,13.0,4.4,34680,1
Hornbill Festival Kisama,Heritage,Mumbai,Nagaland,Northeast,Solo,Car,Monsoon,7,30403,1500,450,200,22.0,4.7,13850,1
Old Goa Churches,Heritage,Delhi,Goa,West,Solo,Bus,Winter,5,24060,2000,600,0,4.0,4.5,13000,1
Chikmagalur,Nature,Lucknow,Karnataka,South,Senior,Train,Summer,4,29107,2600,715,50,6.0,4.4,13310,1
Pachmarhi,Hill Station,Lucknow,Madhya Pradesh,Central,Couple,Flight,Autumn,4,11874,3060,850,100,9.0,4.4,15740,0
Double Decker Root Bridge,Nature,Lucknow,Meghalaya,Northeast,Friends,Bus,Summer,2,14222,2800,800,0,17.0,4.8,7200,1
Nizamabad,Heritage,Chennai,Telangana,South,Family,Bus,Summer,8,21728,3500,1000,50,3.0,4.0,36050,0
Ludhiana,City,Lucknow,Punjab,North,Senior,Car,Spring,6,24666,2080,650,50,5.0,3.9,16430,1
Jaipur,Heritage,Kolkata,Rajasthan,North,Senior,Flight,Spring,10,45133,2340,650,300,6.0,4.4,30200,1
Hirwa Van Garden,Nature,Lucknow,Dadra & Nagar Haveli,West,Senior,Train,Monsoon,9,30197,1950,585,30,4.0,4.0,22845,1
Vikramshila,Heritage,Hyderabad,Bihar,East,Solo,Train,Summer,7,16253,1100,300,50,13.0,4.1,9850,1
Gurudongmar Lake,Nature,Lucknow,Sikkim,Northeast,Family,Train,Autumn,4,48034,5000,1375,0,16.0,4.8,25500,1
Gandikota,Heritage,Pune,Andhra Pradesh,South,Couple,Bike,Winter,2,6775,2210,595,50,7.0,4.4,5660,1
Lucknow,Heritage,Delhi,Uttar Pradesh,North,Friends,Bus,Winter,7,21313,3600,1100,100,6.0,4.3,33000,0
Balpakram National Park,Wildlife,Pune,Meghalaya,Northeast,Senior,Bike,Monsoon,8,10644,1950,520,200,18.0,4.3,19960,0
Raipur,City,Chennai,Chhattisgarh,Central,Senior,Train,Winter,7,7618,1950,585,0,8.0,3.9,17745,0
Digha,Beach,Kolkata,West Bengal,East,Family,Train,Autumn,4,18760,4500,1250,0,4.0,4.1,23000,0
Nohkalikai Falls,Nature,Lucknow,Meghalaya,Northeast,Friends,Bike,Spring,2,12144,3000,800,50,17.0,4.7,7650,1
Cherrapunjee,Nature,Mumbai,Meghalaya,Northeast,Solo,Bike,Summer,6,6064,1600,480,50,17.0,4.6,12530,0
Sanchi,Heritage,Jaipur,Madhya Pradesh,Central,Friends,Flight,Winter,6,28424,2800,800,250,8.0,4.4,21850,1
Neermahal,Heritage,Jaipur,Tripura,Northeast,Solo,Bus,Monsoon,7,4540,1300,400,100,23.0,4.5,12000,0
Vanganga Lake Garden,Nature,Lucknow,Dadra & Nagar Haveli,West,Solo,Bike,Winter,2,3427,1600,450,50,4.0,4.1,4150,0
Pelling,Hill Station,Delhi,Sikkim,Northeast,Family,Train,Spring,4,11956,4500,1300,50,17.0,4.5,23250,0
Manas National Park,Wildlife,Bangalore,Assam,Northeast,Couple,Train,Autumn,8,55843,4250,1020,400,17.0,4.5,42560,1
Shanti Stupa Leh,Spiritual,Delhi,Ladakh,North,Family,Flight,Spring,3,9054,4500,1250,0,23.0,4.6,17250,0
Pahalgam,Hill Station,Lucknow,Jammu & Kashmir,North,Friends,Train,Winter,2,8150,5000,1300,0,13.0,4.5,12600,0
Cherrapunjee,Nature,Pune,Meghalaya,Northeast,Senior,Flight,Winter,3,5435,2080,624,50,17.0,4.6,8162,0
INS Khukri Memorial,Heritage,Pune,Daman & Diu,West,Couple,Bike,Winter,10,15445,3400,935,0,5.0,4.2,43350,0
Lucknow,Heritage,Lucknow,Uttar Pradesh,North,Couple,Flight,Autumn,8,40747,3060,935,100,6.0,4.3,32060,1
Mawsynram,Nature,Mumbai,Meghalaya,Northeast,Family,Train,Monsoon,3,21731,3500,1000,0,17.0,4.4,13500,1
Jagdalpur,Heritage,Chennai,Chhattisgarh,Central,Friends,Flight,Spring,6,7457,2000,700,80,13.0,4.1,16280,0
Amaravati,Heritage,Chennai,Andhra Pradesh,South,Couple,Train,Winter,6,12146,2380,680,100,5.0,4.2,18460,0
Vanganga Lake Garden,Nature,Mumbai,Dadra & Nagar Haveli,West,Family,Train,Winter,8,89539,4000,1125,50,4.0,4.1,41050,1
Valley of Flowers,Nature,Delhi,Uttarakhand,North,Senior,Bike,Spring,8,20714,2340,650,150,12.0,4.8,24070,0
Karimnagar,Heritage,Lucknow,Telangana,South,Friends,Car,Autumn,3,4503,2800,800,50,3.0,4.1,10850,0
Tso Moriri,Nature,Bangalore,Ladakh,North,Solo,Bike,Monsoon,6,31148,2000,550,0,24.0,4.7,15300,1
Prayagraj,Spiritual,Pune,Uttar Pradesh,North,Friends,Car,Spring,5,30214,3200,900,0,7.0,4.4,20500,1
Badami,Heritage,Mumbai,Karnataka,South,Friends,Train,Winter,8,49984,2400,800,200,7.0,4.3,25800,1
Dwarka,Spiritual,Hyderabad,Gujarat,West,Solo,Bike,Monsoon,5,2821,1200,400,0,9.0,4.4,8000,0
Patiala,Heritage,Delhi,Punjab,North,Couple,Train,Monsoon,7,39486,2550,765,50,4.0,4.2,23255,1
Gokarna,Beach,Lucknow,Karnataka,South,Senior,Bus,Spring,7,26610,1950,585,0,7.0,4.4,17745,1
Betla National Park,Wildlife,Chennai,Jharkhand,East,Family,Bus,Autumn,8,55717,4000,1125,200,6.0,4.3,41200,1
Bikaner,Desert,Delhi,Rajasthan,North,Solo,Bike,Winter,7,11583,1800,500,200,8.0,4.3,16300,0
Along,Adventure,Lucknow,Arunachal Pradesh,Northeast,Couple,Car,Spring,5,16469,2380,680,0,22.0,4.1,15300,1
Chopta,Adventure,Hyderabad,Uttarakhand,North,Family,Bus,Monsoon,2,4368,3750,1125,0,8.0,4.5,9750,0
Vantawng Falls,Nature,Ahmedabad,Mizoram,Northeast,Couple,Bike,Monsoon,5,13473,2210,680,50,25.0,4.5,14500,0
Agatti Island,Beach,Delhi,Lakshadweep,South,Couple,Train,Monsoon,9,107856,6800,1530,0,20.0,4.4,74970,1
Mokokchung,Heritage,Mumbai,Nagaland,Northeast,Family,Car,Summer,9,23418,3500,1000,0,22.0,4.2,40500,0
Srikalahasti,Spiritual,Lucknow,Andhra Pradesh,South,Family,Bus,Winter,6,31417,3000,875,100,5.0,4.3,23350,1
Mandu,Heritage,Chennai,Madhya Pradesh,Central,Solo,Flight,Summer,9,29014,1400,400,100,9.0,4.4,16300,1
Jamshedpur,City,Delhi,Jharkhand,East,Senior,Car,Autumn,3,5015,1950,585,0,7.0,4.0,7605,0
Tribal Museum DNH,Heritage,Bangalore,Dadra & Nagar Haveli,West,Family,Bike,Winter,3,19868,3750,1125,50,4.0,4.0,14675,1
Nubra Valley,Adventure,Ahmedabad,Ladakh,North,Senior,Flight,Spring,3,14108,2600,715,0,24.0,4.7,9945,1
Devka Beach Daman,Beach,Jaipur,Daman & Diu,West,Family,Bus,Monsoon,2,8677,4500,1250,0,4.0,3.8,11500,0
Dachigam National Park,Wildlife,Bangalore,Jammu & Kashmir,North,Senior,Bus,Monsoon,3,15971,3250,845,200,12.0,4.4,12485,1
Pahalgam,Hill Station,Mumbai,Jammu & Kashmir,North,Friends,Bike,Spring,7,29190,5000,1300,0,13.0,4.5,44100,0
Lucknow,Heritage,Ahmedabad,Uttar Pradesh,North,Couple,Car,Summer,4,9296,3060,935,100,6.0,4.3,16080,0
Raipur,City,Pune,Chhattisgarh,Central,Solo,Bike,Winter,2,7309,1500,450,0,8.0,3.9,3900,1
Mawlynnong,Nature,Hyderabad,Meghalaya,Northeast,Solo,Train,Autumn,10,11438,1400,400,0,17.0,4.5,18000,0
Arambol,Beach,Kolkata,Goa,West,Solo,Bike,Winter,3,13461,2000,600,0,5.0,4.3,7800,1
Minicoy Island,Beach,Chennai,Lakshadweep,South,Family,Flight,Spring,2,17911,8750,2000,0,20.0,4.5,21500,0
Panipat,Heritage,Jaipur,Haryana,North,Friends,Bus,Summer,3,19843,2600,800,50,2.0,4.0,10250,1
Giridih,Spiritual,Chennai,Jharkhand,East,Senior,Flight,Autumn,4,13798,1560,455,50,5.0,4.0,8110,1
Calangute Beach,Beach,Pune,Goa,West,Senior,Car,Monsoon,2,7090,4550,1170,0,4.0,4.1,11440,0
Bandhavgarh,Wildlife,Chennai,Madhya Pradesh,Central,Family,Bus,Autumn,3,69346,8750,2000,600,11.0,4.7,32850,1
Pobitora,Wildlife,Hyderabad,Assam,Northeast,Family,Bus,Autumn,2,6478,4500,1250,300,14.0,4.3,11800,0
Thanjavur,Heritage,Delhi,Tamil Nadu,South,Couple,Flight,Monsoon,9,32790,2550,765,250,8.0,4.4,30085,1
Hmuifang,Hill Station,Kolkata,Mizoram,Northeast,Couple,Flight,Autumn,9,44278,2210,680,50,24.0,4.1,26060,1
Manali,Hill Station,Ahmedabad,Himachal Pradesh,North,Senior,Bus,Monsoon,2,8136,2600,780,100,14.0,4.6,6860,1
Thekkady,Wildlife,Chennai,Kerala,South,Senior,Flight,Summer,3,22519,3250,845,300,7.0,4.5,12585,1
Pasighat,Adventure,Kolkata,Arunachal Pradesh,Northeast,Family,Bike,Spring,9,29115,3750,1125,0,20.0,4.3,43875,0
Bhitarkanika,Wildlife,Ahmedabad,Odisha,East,Friends,Bike,Monsoon,8,35787,3000,900,200,9.0,4.5,31400,1
Calangute Beach,Beach,Delhi,Goa,West,Couple,Flight,Spring,6,52869,5950,1530,0,4.0,4.4,44880,1
Spiti Valley,Adventure,Pune,Himachal Pradesh,North,Family,Flight,Winter,8,95925,4500,1250,100,18.0,4.7,46100,1
Pulicat Lake,Nature,Ahmedabad,Andhra Pradesh,South,Senior,Flight,Winter,3,4071,1560,455,0,5.0,4.0,6045,0
Imphal,Heritage,Chennai,Manipur,Northeast,Senior,Train,Spring,10,19464,1950,585,100,18.0,4.2,25450,0
Jagdalpur,Heritage,Chennai,Chhattisgarh,Central,Solo,Bike,Winter,7,6416,1000,350,80,13.0,4.1,9530,0
Ghoghla Beach,Beach,Delhi,Daman & Diu,West,Senior,Bus,Autumn,6,18695,2600,715,0,5.0,4.2,19890,0
Kadmat Island,Beach,Kolkata,Lakshadweep,South,Couple,Bike,Autumn,5,28223,5950,1360,0,20.0,4.4,36550,0
Sirpur,Heritage,Ahmedabad,Chhattisgarh,Central,Family,Flight,Winter,6,41828,3000,875,50,8.0,4.2,23300,1
Vaishali,Heritage,Hyderabad,Bihar,East,Senior,Car,Winter,6,24793,1560,455,50,10.0,4.2,12140,1
Itanagar,Heritage,Bangalore,Arunachal Pradesh,Northeast,Senior,Train,Autumn,5,4867,2080,585,50,18.0,4.0,13375,0
Lotus Temple,Spiritual,Hyderabad,Delhi,North,Family,Flight,Monsoon,3,35541,5000,1500,0,5.0,4.5,19500,1
Ravangla,Nature,Lucknow,Sikkim,Northeast,Family,Train,Winter,10,80138,4250,1125,50,12.0,4.4,53800,1
Rann of Kutch,Desert,Hyderabad,Gujarat,West,Friends,Bus,Spring,9,40945,4000,1200,100,8.0,4.7,46900,0
Deoghar,Spiritual,Lucknow,Jharkhand,East,Solo,Flight,Summer,6,10887,1300,400,0,6.0,4.4,10200,1
Jolly Buoy Island,Beach,Bangalore,Andaman & Nicobar,South,Couple,Bus,Autumn,3,17233,2550,510,500,14.0,4.6,9680,1
Nainital,Hill Station,Jaipur,Uttarakhand,North,Solo,Bus,Autumn,2,9800,2000,580,50,8.0,4.4,5210,1
Hundru Falls,Nature,Pune,Jharkhand,East,Senior,Flight,Autumn,10,18700,1690,520,50,5.0,4.3,22150,0
Lonavala,Hill Station,Pune,Maharashtra,West,Couple,Flight,Summer,5,20858,3400,1020,0,3.0,4.3,22100,0
Pelling,Hill Station,Hyderabad,Sikkim,Northeast,Couple,Bike,Summer,5,11765,3060,884,50,17.0,4.6,19770,0
Auli,Adventure,Ahmedabad,Uttarakhand,North,Senior,Flight,Summer,4,30216,3900,910,200,10.0,4.6,19440,1
Chikmagalur,Nature,Jaipur,Karnataka,South,Senior,Bike,Spring,3,15129,2600,715,50,6.0,4.4,9995,1
Varanasi,Spiritual,Lucknow,Uttar Pradesh,North,Senior,Flight,Autumn,4,12104,1950,520,0,8.0,4.3,9880,1
Nalanda,Heritage,Lucknow,Bihar,East,Friends,Bus,Monsoon,8,10047,2000,700,100,11.0,4.4,21700,0
Hemis National Park,Wildlife,Mumbai,Ladakh,North,Couple,Bike,Monsoon,7,15234,3400,935,200,24.0,4.5,30545,0
Pulicat Lake,Nature,Bangalore,Andhra Pradesh,South,Family,Flight,Autumn,5,24634,3000,875,0,5.0,4.0,19375,1
Bandhavgarh,Wildlife,Bangalore,Madhya Pradesh,Central,Family,Train,Summer,8,42120,8750,2000,600,11.0,4.7,86600,0
Pondicherry,Heritage,Delhi,Puducherry,South,Couple,Bike,Autumn,2,17230,3400,1020,0,6.0,4.3,8840,1
Ayodhya,Spiritual,Bangalore,Uttar Pradesh,North,Solo,Train,Monsoon,5,18357,1300,420,0,7.0,4.4,8600,1
Karimnagar,Heritage,Lucknow,Telangana,South,Senior,Bus,Monsoon,4,16866,1820,520,50,3.0,4.1,9410,1
Shillong,Hill Station,Chennai,Meghalaya,Northeast,Friends,Bike,Summer,10,53119,3600,1000,0,16.0,4.5,46000,1
Srikalahasti,Spiritual,Jaipur,Andhra Pradesh,South,Solo,Flight,Monsoon,7,17286,1200,350,100,5.0,4.3,10950,1
Hemis National Park,Wildlife,Mumbai,Ladakh,North,Family,Train,Summer,10,71664,5000,1375,200,24.0,4.5,63950,1
Dudhsagar Falls,Nature,Pune,Goa,West,Couple,Car,Winter,7,8613,2550,850,400,5.0,4.7,24200,0
Madurai,Spiritual,Bangalore,Tamil Nadu,South,Senior,Train,Winter,7,13851,2080,624,0,8.0,4.5,18928,0
Sasaram,Heritage,Hyderabad,Bihar,East,Friends,Train,Monsoon,6,6325,2200,600,50,10.0,4.0,16850,0
Vantawng Falls,Nature,Jaipur,Mizoram,Northeast,Couple,Bike,Spring,4,4110,2210,680,50,25.0,4.5,11610,0
Chandni Chowk,Heritage,Hyderabad,Delhi,North,Friends,Train,Spring,3,10902,4000,1200,0,5.0,4.3,15600,0
Rose Garden Chandigarh,Nature,Pune,Chandigarh,North,Family,Train,Autumn,5,36010,5000,1500,30,5.0,4.3,32530,1
Lansdowne,Hill Station,Mumbai,Uttarakhand,North,Senior,Bike,Monsoon,2,11027,2080,585,0,5.0,4.3,5330,1
Patna,City,Jaipur,Bihar,East,Solo,Bus,Spring,9,10889,1600,450,100,10.0,4.0,18550,0
Rewari,Heritage,Jaipur,Haryana,North,Couple,Flight,Winter,4,17281,2040,595,50,2.0,3.9,10590,1
Raipur,City,Mumbai,Chhattisgarh,Central,Solo,Bike,Autumn,10,16446,1500,450,0,8.0,3.9,19500,0
Udaipur,Heritage,Pune,Rajasthan,North,Friends,Flight,Summer,7,72722,4400,1200,250,8.0,4.6,39450,1
Rewari,Heritage,Kolkata,Haryana,North,Solo,Train,Autumn,3,3884,1200,350,50,2.0,3.9,4700,0
Dharamshala,Spiritual,Lucknow,Himachal Pradesh,North,Family,Flight,Winter,3,29391,4500,1375,0,12.0,4.5,17625,1
Kadmat Island,Beach,Mumbai,Lakshadweep,South,Friends,Bus,Winter,4,19321,7000,1600,0,20.0,4.4,34400,0
Kamakhya Temple,Spiritual,Jaipur,Assam,Northeast,Family,Train,Autumn,2,3536,3750,1125,0,14.0,4.6,9750,0
Amini Island,Beach,Chennai,Lakshadweep,South,Senior,Flight,Spring,4,12180,3900,975,0,20.0,4.3,19500,0
Mandvi,Beach,Bangalore,Gujarat,West,Friends,Bus,Winter,9,82710,4000,1000,0,8.0,4.2,45000,1
Jaipur,Heritage,Pune,Rajasthan,North,Friends,Bike,Winter,6,9961,3600,1000,300,6.0,4.4,27900,0
Vaishali,Heritage,Pune,Bihar,East,Senior,Bike,Summer,2,2586,1560,455,50,10.0,4.2,4080,0
Dudhsagar Falls,Nature,Ahmedabad,Goa,West,Friends,Train,Summer,8,12832,3000,1000,400,5.0,4.7,32400,0
Ujjayanta Palace,Heritage,Jaipur,Tripura,Northeast,Senior,Bus,Autumn,6,20170,1820,520,50,22.0,4.3,14090,1
Port Blair,Heritage,Mumbai,Andaman & Nicobar,South,Solo,Flight,Autumn,2,7068,2500,700,50,14.0,4.2,6450,1
Sector 17 Chandigarh,City,Kolkata,Chandigarh,North,Friends,Train,Spring,7,84620,4400,1300,0,5.0,4.1,39900,1
Mumbai,City,Chennai,Maharashtra,West,Senior,Bus,Spring,10,103391,4550,1170,0,5.0,4.3,57200,1
Patiala,Heritage,Pune,Punjab,North,Senior,Flight,Winter,7,10871,1950,585,50,4.0,4.2,17795,0
Mahabaleshwar,Hill Station,Bangalore,Maharashtra,West,Solo,Train,Autumn,5,16203,2200,600,0,4.0,4.3,14000,1
Belur Halebidu,Heritage,Bangalore,Karnataka,South,Senior,Bike,Summer,8,38345,1820,520,200,6.0,4.5,18920,1
Moreh,Heritage,Delhi,Manipur,Northeast,Senior,Flight,Summer,5,17986,1560,455,0,22.0,3.9,10075,1
Kodaikanal,Hill Station,Pune,Tamil Nadu,South,Couple,Train,Monsoon,7,61359,3400,935,50,7.0,4.3,30395,1
Senapati,Nature,Bangalore,Manipur,Northeast,Family,Train,Winter,6,17167,3000,875,0,21.0,4.0,23250,0
Jamshedpur,City,Mumbai,Jharkhand,East,Couple,Flight,Autumn,4,5066,2550,765,0,7.0,4.0,13260,0
Coorg,Nature,Chennai,Karnataka,South,Couple,Bike,Winter,8,80784,4760,1105,50,5.0,4.5,46970,1
Pondicherry,Heritage,Bangalore,Puducherry,South,Friends,Car,Monsoon,4,36129,4000,1200,0,6.0,4.3,20800,1
Zanskar Valley,Adventure,Mumbai,Ladakh,North,Senior,Bike,Autumn,3,14627,2340,650,0,28.0,4.8,8970,1
Jagdalpur,Heritage,Ahmedabad,Chhattisgarh,Central,Friends,Train,Monsoon,4,13785,2000,700,80,13.0,4.1,10880,1
Palakkad,Nature,Delhi,Kerala,South,Couple,Bus,Autumn,4,5249,2550,765,50,5.0,4.2,13310,0
Kaluk,Hill Station,Jaipur,Sikkim,Northeast,Senior,Bike,Spring,8,12465,1950,585,0,13.0,4.3,20280,0
Pilak,Heritage,Chennai,Tripura,Northeast,Solo,Bus,Monsoon,9,16622,1200,350,50,24.0,4.2,14000,1
Phawngpui Blue Mountain,Hill Station,Lucknow,Mizoram,Northeast,Senior,Train,Summer,3,7568,1820,520,100,26.0,4.6,7120,1
Nizamabad,Heritage,Jaipur,Telangana,South,Senior,Flight,Summer,8,39934,1820,520,50,3.0,4.0,18770,1
Jaisalmer,Desert,Ahmedabad,Rajasthan,North,Solo,Flight,Winter,10,30500,2000,550,250,9.0,4.6,25750,1
Palitana,Spiritual,Hyderabad,Gujarat,West,Senior,Flight,Winter,5,22194,1690,455,0,6.0,4.5,10725,1
Mahabubnagar,Nature,Delhi,Telangana,South,Family,Car,Autumn,4,18093,3250,1000,50,3.0,4.0,17050,1
Palak Dil,Nature,Chennai,Mizoram,Northeast,Couple,Bus,Monsoon,8,43470,2210,680,50,26.0,4.3,23170,1
Darjeeling,Hill Station,Lucknow,West Bengal,East,Friends,Car,Winter,4,16887,4000,1100,100,12.0,4.4,20500,0
Mandvi,Beach,Ahmedabad,Gujarat,West,Friends,Car,Spring,3,32785,4000,1000,0,8.0,4.2,15000,1
Lakshadweep,Island,Jaipur,Lakshadweep,South,Couple,Bus,Spring,3,38066,8500,1700,500,2.0,4.8,31100,1
Jallandhar Beach,Beach,Mumbai,Daman & Diu,West,Solo,Bike,Spring,7,15440,2000,550,0,5.0,4.2,17850,0
Hisar,Heritage,Pune,Haryana,North,Family,Bus,Spring,4,32665,3250,1000,50,3.0,3.9,17050,1
Rock Garden Chandigarh,Heritage,Pune,Chandigarh,North,Solo,Bus,Winter,4,4103,2000,600,50,5.0,4.5,10450,0
Kullu,Adventure,Jaipur,Himachal Pradesh,North,Friends,Bus,Monsoon,2,15631,4000,1100,0,12.0,4.3,10200,1
